Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,2H REP,2H ISR,2H DISTRICT,DM QCV Owner,STID,DISTRICT,GEN FSR,GEN ISR,DM Roster,INDUSTRY VERTICAL,INDUSTRY SEGMENT
TK HOLDINGS INC,,AUBURN HILLS,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,99099,MID ATLANTIC,Cowan-Strika Julie,Hammond Brad,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
PHILLIPS AND JORDAN INCORPORATED,,KNOXVILLE,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,87774,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,Other Industries:5,Construction
INTERNATIONAL TURF INVESTMENT CO INC,,BENSALEM,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,78248,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Other Industries:5,Amusement and Recreation
DDR CORP,,BEACHWOOD,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,66666,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Financial Services Industry:2,Banking
IPREO HOLDINGS LLC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,502947448,LIBERTY,Reilly Bonnie,Seligman Joseph,WHITFIELD KARA,Other Industries:5,Business Consultancy
MEDICAL MUTUAL OF OHIO,,CLEVELAND,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,81741,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Payers
M/I HOMES INC,,COLUMBUS,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,80872,MID ATLANTIC,Riffe Chloe,Ohio Hybrid,WHITFIELD KARA,Other Industries:5,Construction
RIVERSIDE PARTNERS LLC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,90114,LIBERTY,Reilly Bonnie,Seligman Joseph,WHITFIELD KARA,Other Industries:5,Business Services
THOMA BRAVO,,CHICAGO,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,500645237,NORTH CENTRAL,Kim Dongmin,Wilson Colby,WHITFIELD KARA,Other Industries:5,Computer Software/Services
IVOCLAR VIVADENT INC,,AMHERST,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,77372,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,Wholesale Trade
IBERDROLA USA INC,,NEW GLOUCESTER,Maine,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,76614,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,Utilities
SCRIPPS NETWORKS INTERACTIVE INC,,KNOXVILLE,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,93356,SOUTH EAST,Keffer Jim,Elwell Tyler,WHITFIELD KARA,CME:1,Media & Entertainment
STANDARD MOTOR PRODUCTS INC,,LONG ISLAND CITY,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,94821,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Mfg & Dist:4,Automotive
ERT INC,,PHILA,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,71014,NORTH EAST,Sparks Nathan,Brown Don,WHITFIELD KARA,Health & Life Sciences:3,Life Sciences
CHI DOORS HOLDINGS INC,,ARTHUR,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,600572957,NORTH CENTRAL,Fyfe Kenneth,Spaulding Jared,WHITFIELD KARA,Mfg & Dist:4,Discrete - Energy & Nat. Res.
APAX PARTNERS OF NEW YORK,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,56233,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
KFORCE INC,,TAMPA,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,77837,SOUTH EAST,Lamb Greg,TBH - Winters Mark,WHITFIELD KARA,Other Industries:5,Business Services
MILLERCOORS LLC,,CHICAGO,Illinois,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,82979,SOUTH CENTRAL,Robinson Chet,Iglesias Edward,WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
FRANKE USA HOLDING INC,,WILMINGTON,Delaware,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,72165,MID ATLANTIC,Turner Tim,Golik Artur,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
PANASONIC CORPORATION OF NORTH AMERICA,,SECAUCUS,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,87937,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
REDINGTON-FAIRVIEW GENERAL HOSPITAL,,SKOWHEGAN,Maine,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,89460,NORTH EAST,Peltak Jim,Traynor Jordan,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
VIRTUA HEALTH INC,,MARLTON,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,455079,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Other Industries:5,Construction
ROSEMORE INC,,BALTIMORE,Maryland,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,92508,LIBERTY,McClughan Rob,Lindell Michael,WHITFIELD KARA,Mfg & Dist:4,Oil and Gas
BLACK BOX CORPORATION,,LAWRENCE,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,60796,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
PANALPINA INC,,MORRISTOWN,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,87917,INBOUND GLOBAL,Knox Damien,Lin Yanbi,WHITFIELD KARA,Mfg & Dist:4,Transportation&Trans Services
PARTNERS PHARMACY LLC,,CRANFORD,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,86872,NORTH EAST,Howes Paul,Benavente Scott,WHITFIELD KARA,Health & Life Sciences:3,Pharmaceutical
SIMON PROPERTY GROUP INC,,INDIANAPOLIS,Indiana,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,94242,MID ATLANTIC,Johnson Tony,Porter James,WHITFIELD KARA,Other Industries:5,Real Estate
ENDURANCE US HOLDINGS CORP,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,70090,NORTH EAST,Newman Justin,Olivares Ariana,WHITFIELD KARA,Financial Services Industry:2,Banking
THE JACKSON LABORATORY,,BAR HARBOR,Maine,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,97957,NORTH EAST,Sigmon Shane,Brown Don,WHITFIELD KARA,Health & Life Sciences:3,Life Sciences
GREEN BAY PACKAGING INC,,GREEN BAY,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,74818,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
PAYCOR INC,,CINCINNATI,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,87577,MID ATLANTIC,Turner Tim,Golik Artur,WHITFIELD KARA,Other Industries:5,Accounting
C3/CUSTOMERCONTACTCHANNELS INC,,PLANTATION,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,59591,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,CME:1,Service Providers
API TECHNOLOGIES CORP INC,,ORLANDO,Florida,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,500500290,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
DOOSAN INFRACORE INTERNATIONAL INC,,ATLANTA,Georgia,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,68625,INBOUND GLOBAL,Iaquinta Paul,Solveson Andrea,WHITFIELD KARA,Mfg & Dist:4,Discrete - Machinery
BRIDGEWAY REHABILITATION SERVICES INC,,ELIZABETH,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,59545,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Public Sector & Education:6,Education
WORTHINGTON INDUSTRIES INC,,WORTHINGTON,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,101956,MID ATLANTIC,Riffe Chloe,Ohio Hybrid,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
OGDEN ARNOT MEDICAL CENTER,,ELMIRA,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,86123,NORTH EAST,Pickett Handon,Dominguez Nathan,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
SUB-ZERO INC,,MADISON,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,96359,NORTH CENTRAL,Kim Dongmin,Wilson Colby,WHITFIELD KARA,Mfg & Dist:4,Discrete - Retail & CG
CASTLETON COMMODITIES INTERNATIONAL LLC,,VIRGINIA BEACH,Virginia,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,600496172,LIBERTY,McGrade Greg,Vigil Erik,WHITFIELD KARA,Mfg & Dist:4,Oil and Gas
LINCARE HOLDINGS INC,,CLEARWATER,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,80192,SOUTH EAST,Ratzel Alex,Curley Leonard,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
MUZAK HOLDINGS LLC,,FORT MILL,South Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,84107,SOUTH CENTRAL,Lunsford Charles,Coleman Wynne,WHITFIELD KARA,Other Industries:5,Business Services
ACCESS INSURANCE HOLDINGS INC,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,355364,SOUTH EAST,Jenkins Altemis,Chavez Jacqueline,WHITFIELD KARA,Financial Services Industry:2,Insurance
NORTHSTAR GROUP HOLDINGS LLC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,500481402,LIBERTY,Scheer Fred,Riley Sean,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
SEI INVESTMENTS COMPANY,,OAKS,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,77894,NORTH EAST,Tietsworth Darren,Blose Brian,WHITFIELD KARA,Other Industries:5,Computer Software/Services
MOET HENNESSY USA INC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,83101,INBOUND GLOBAL,Iaquinta Paul,Solveson Andrea,WHITFIELD KARA,Other Industries:5,Agriculture/forestry/fishing
SUMMIT MATERIALS LLC -- US,,WASHINGTON,District of Columbia,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,96723,MID ATLANTIC,Burriss Josh,Wunsch Thomas,WHITFIELD KARA,Other Industries:5,Construction
WRIGHT MEDICAL GROUP INC,,ARLINGTON,Tennessee,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,102039,SOUTH EAST,St Martin Brant (SE Hybrid),SE Hybrid,WHITFIELD KARA,Mfg & Dist:4,Discrete - High Tech
MIAMI CHILDRENS HOSPITAL,,MIAMI,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81546,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
COMCAR INDUSTRIES INC,,AUBURNDALE,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,65170,SOUTH EAST,Lamb Greg,TBH - Winters Mark,WHITFIELD KARA,Mfg & Dist:4,Transportation&Trans Services
EMR (USA HOLDINGS) INC,,FORT LEE,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,500649270,LIBERTY,Larranaga Bill,Neal Brian,WHITFIELD KARA,Financial Services Industry:2,Banking
DPWN HOLDINGS (USA) INC,,PLANTATION,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,68899,INBOUND GLOBAL,High Wayne,Berger Lindsey,WHITFIELD KARA,Mfg & Dist:4,Transportation&Trans Services
HERITAGE VALLEY HEALTH SYSTEM INC,,BEAVER,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,74337,MID ATLANTIC,DeAngelis Robert,Allard Duncan,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
INTERACTIVE BROKERS GROUP INC,,GREENWICH,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,457299,LIBERTY,McGrade Greg,Vigil Erik,WHITFIELD KARA,Financial Services Industry:2,Financial Markets
BERKSHIRE HEALTH SYSTEMS INC -- US,,PITTSFIELD,Massachusetts,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,59327,NORTH EAST,Newman Justin,Olivares Ariana,WHITFIELD KARA,0,0
LAKE HOSPITAL SYSTEM INC,,PAINESVILLE,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,80844,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Health & Life Sciences:3,Healthcare Providers
BLATTNER ENERGY INC,,AVON,Minnesota,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,601890006,NORTH CENTRAL,Mitchell Vicky,Wilson Colby,WHITFIELD KARA,Other Industries:5,Construction
MDI HOLDINGS LLC,,NEW YORK,New York,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81266,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,CME:1,Network Equipment Providers
AVL MICHIGAN HOLDING CORPORATION,,PLYMOUTH,Michigan,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,58861,MID ATLANTIC,TBH - Dill Adam,Ramirez Gabriel,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
JUPITER ACQUISITION LLC,,WEST PALM BEACH,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,78346,WEST,Wells Ej,Major Ann,WHITFIELD KARA,Other Industries:5,Other
BOEHRINGER INGELHEIM USA CORPORATION,,RIDGEFIELD,Connecticut,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,59680,NORTH EAST,Newman Justin,Olivares Ariana,WHITFIELD KARA,Health & Life Sciences:3,Pharmaceutical
DOMUS HOLDINGS CORPORATION,,PARSIPPANY,New Jersey,,,,COMMERCIAL,Taterka David,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,68379,LIBERTY,Ochoa Gus,Trujillo Desiree,WHITFIELD KARA,Other Industries:5,Real Estate
MGE ENERGY INC,,MADISON,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,81532,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Utilities
GOJO INDUSTRIES INC,,AKRON,Ohio,,,,COMMERCIAL,Cadieux Rich,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,72398,MID ATLANTIC,Jenkins Joe,Hunt Carl,WHITFIELD KARA,Mfg & Dist:4,Consumer Packaged Goods
TAYLOR MCCORMICK INC,,PHILADELPHIA,Pennsylvania,,,,COMMERCIAL,Plavchak Raymond P,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,97283,NORTH EAST,TBH,gutierrez Michelle,WHITFIELD KARA,Other Industries:5,Engineering services
CHARLOTTE PIPE & FOUNDRY COMPANY,,CHARLOTTE,North Carolina,,,,COMMERCIAL,Mock Darren,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,61262,SOUTH EAST,Richardson Tim,Nguyen Hung,WHITFIELD KARA,Mfg & Dist:4,Process Manufacturing
INTERNATIONAL MISSION BOARD OF THE SOUTHERN BA,,RICHMOND,Virginia,,,,COMMERCIAL,Jordan Megan,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,77573,MID ATLANTIC,Hinman Brad,Garcia Cheri,WHITFIELD KARA,Other Industries:5,Charities
WORLDPAY US INC,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,101836,SOUTH EAST,Northcutt Nelson,DeNinno Mike,WHITFIELD KARA,Other Industries:5,Computer Software/Services
LIONHEART TECHNOLOGIES INC,,WINOOSKI,Vermont,,,,COMMERCIAL,Stewart Chris,Salazar Alex,EAST/HUNTER,WHITFIELD KARA,80258,NORTH EAST,Peltak Jim,Traynor Jordan,WHITFIELD KARA,Mfg & Dist:4,High Tech/Electronics
ROARK CAPITAL GROUP INC,,ATLANTA,Georgia,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,90160,SOUTH EAST,Adams Cole,Lujan Antonio,WHITFIELD KARA,Mfg & Dist:4,Retail
US VENTURE INC,,APPLETON,Wisconsin,,,,COMMERCIAL,Justice Andrew,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,100480,NORTH CENTRAL,Roche Thomas,Villa Luis,WHITFIELD KARA,Mfg & Dist:4,Oil and Gas
FIRSTSERVICE RESIDENTIAL MANAGEMENT INC,,DANIA BEACH,Florida,,,,COMMERCIAL,Hempstead Kristin,Snyder Benjamin,EAST/HUNTER,WHITFIELD KARA,72101,SOUTH EAST,Burr Kevin,Wildey Robert,WHITFIELD KARA,Other Industries:5,Real Estate
